"Initial.ID","ID","Class","Order","Family","Subfamily","Genus","Species","BT1","BT2","BT3","BT4","BT5","BT6","BT7","BT8","BT9","BT10","Location","Chromolaena_level","SN"
"224","Msp224","Insecta","coleoptera","Tenebrionidae"," Lagriinae","Statira","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1529
"225","Msp225","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1530
"226","Msp226","Insecta","coleoptera","Chysomelidae","Galerucinae ","Monolepta","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1531
"227","Msp227","Insecta","Hemiptera","Scatelleridae","Pachycorinae","Homaemus","proteus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1532
"228","Msp228","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1533
"229","Msp229","Insecta","Hymenoptera","Formicidae","Ponerinae","Odontomachus","troglodytes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1534
"230","Msp230","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1535
"231","Msp231","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1536
"232","Msp232","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1537
"233","Msp233","unknown","unknown","unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1538
"234","Msp234","Insecta","Hemiptera","Rhyparochromidae","Rhyparochrominae","Dieuches","armatipes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1539
"235","Msp235","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1540
"236","Msp236","Insecta","Hemiptera","Miridae","Phylinae","Plagiognathus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1541
"237","Msp237","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1542
"238","Msp238","insecta","Diptera","Muscidae","Atherigoninae","Atherigona","orientalis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1543
"239","Msp239","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1544
"240","Msp240","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1545
"241","Msp241","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1546
"242","Msp242","Insecta","Hymenoptera","Pentatomidae","Pentatominae","Brochymena","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1547
"243","Msp243","Insecta","Orthoptera","Acrididae","Cyrtacanthacridinae","Schistocerca","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1548
"245","Msp245","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1549
"246","Msp246","Insecta","Coleoptera","Tenebrionidae","Diaperinae ","Phaleria","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1550
"247","Msp247","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1551
"248","Msp248","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1552
"249","Msp249","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1553
"250","Msp250","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1554
"251","Msp251","Insecta","Hemiptera","Coreidae","Coreinae","Leptoglossus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1555
"252","Msp252","insecta","Hemiptera","Pentatomidae","Pentanomidae","Pentatoma","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1556
"253","Msp253","insecta","Orthoptera","Acrididae","Oxyinae","Oxya","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1557
"254","Msp254","insecta","Mantodae","Mantidae","Stagmomantinae","Stagmomantis","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1558
"255","Msp255","insecta","Hymenoptera","Formicidae","Formicinae","Oecophylla","longinoda",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1559
"256","Msp256","insecta","Diptera","Stratiomyidae","Sarginae","Microchrysa","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1560
"257","Msp257","Arachnida","Araneae","salticidae","Salticinae","Myrmarachne","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1561
"Pt1","MSp 258","Insecta","Coleoptera","Carabidae","Carabinae","Brachyodes "," nigrita",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1562
"Pt3","MSp 260","Arachnida","Araneae","Theridiosomatidae","Theridiosomatinae","Baalzebub ","baubo",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1563
"Pt4","MSp 261","Insecta","Diptera","Muscidae","Musicinae","Neomyia","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1564
"Pt7","MSp 264","Insecta","Hymenoptera","Crabronidae","Crabronidae","Trypoxylon ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1565
"Pt8","MSp 265","Insecta","Coleoptera","Carabidae","Harpalinae","Platynus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1566
"Pt9","MSp 266","Insecta","Hymenoptera","Formicidae"," Ponerinae","Paltothyreus ","tarsatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1567
"Pt10","MSp 267","Insecta","Coleoptera","Carabidae","Harpalinae","Cymindis ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1568
"Pt11","MSp 268","Insecta","Coleoptera","Elateridae ","Elaterinae","Melanotus ","castanipes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1569
"Pt12","MSp 269","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","vividus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1570
"Pt13","MSp 270","Insecta","Hymenoptera","Evaniidae","Evaniinae ","Evania ","appendigaster",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1571
"Pt14","MSp 271","Insecta","Diptera","Muscidae","Phaoniinae","Phaonia ","subventa",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1572
"Pt15","MSp 272","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Copris ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1573
"Pt16","MSp 273","Arachnida","Araneae","Gnaphosidae","Gnaphosinae","Scotophaeus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1574
"Pt18","MSp 275","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Canthon ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1575
"Pt20","MSp 277","insecta","Hymenoptera","Formicidae","Formicinae","Camponotus"," flavomarginatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1576
"Pt21","MSp 278","Insecta","Coleoptera","Curculionidae"," Entiminae","Blosyrus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1577
"Pt22","MSp 279","Insecta","Hymenoptera","Tiphiidae","Tiphiinae","Tiphia ","femorata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1578
"Pt23","MSp 280","Arachnida","Araneae","Linyphiidae","Linyphiinae","Walckenaeria","antica",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1579
"Pt25","MSp 282","Insecta","Diptera","Glossinidae","Glossininae","Glossina ","fusca",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1580
"Pt26","MSp 283","Insecta","Hemiptera","Reduviidae","Reduviinae","Reduvius ","personatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1581
"Pt27","MSp 284","Insecta","Hemiptera","Cydnidae","Cydninae","Cydnus ","aterrimus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1582
"Pt28","MSp 285","Insecta","Coleoptera","Scarabaeidae"," Melolonthinae","Maladera ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1583
"Pt30","MSp 287","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1584
"Pt31","MSp 288","Insecta","Blattodae","Hodotermopsidae","Hodotermopsinae","Hodotermopsis ","sjostedti",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1585
"Pt32","MSp 289","Insecta","Hemiptera","Thyreocoridae","Corimelaeninae","Corimelaena ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1586
"Pt33","MSp 290","Insecta","Coleoptera","Carabidae","Scaritinae","Dyschirius ","obscurus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1587
"Pt34","MSp 291","Insecta","Orthoptera","Tettigoniidae","Conocephalinae","Colossopus ","grandidieri",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1588
"Pt35","MSp 292","Insecta","Coleoptera","Tenebrionidae","Tenebrionidae","Tenebrio"," sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1589
"Pt36","MSp 293","Malacostraca","Isopoda","Armadillidiidae","Aramadillidiinae","Armadillidium ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1590
"Pt37","MSp 294","Arachnida","Araneae","Salticidae","Salticinae","Hasarius ","adansoni",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1591
"Pt39","MSp 296","Diplopoda","Spirostreptida","Spirostreptidae","Spirostreptinae ","Orthoporus ","ornatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1592
"Pt40","MSp 297","Insecta","Coleoptera ","Tenebrionidae","Tenebrioninae","Gonopus ","tibialis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1593
"Pt41","MSp 298","Arachnida","Araneae","Lycosidae","Lycosinae","Pitata ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1594
"Pt42","MSp 299","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1595
"Pt43","MSp 300","Insecta","Hymenoptera","Formicidae","Myrmicinae","Crematogaster"," sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1596
"Pt44","MSp 301","Insecta","Thysanura","Meinertellidae","Meinertellinae","Machilinus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1597
"Pt45","MSp 302","Arachnida","Araneae","Titanoecidae","Titanoecinae","Pandava ","laminata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1598
"Pt46","MSp 303","Arachnida","Araneae","Cyrbaucheniidae","Cyrbaucheniinae","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1599
"Pt48","MSp 305","Insecta","Diptera","Calliphoridae"," Calliphorinae","Cordylobia  ","anthropophaga",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1600
"Pt50","MSp 307","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1601
"Pt51","MSp 308","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1602
"Pt52","MSp 309","Arachnida","Araneae","Ctinidae","Ctininae","Acanthoctenus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1603
"Pt53","MSp 310","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Scybalocanthon ","adisi",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1604
"Pt54","MSp 311","Insecta","Coleoptera","Staphylinidae","Staphylininae","Hemiquidius","ferox",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1605
"Pt55","MSp 312","Insecta","Hymenoptera","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1606
"Pt56","MSp 313","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Copris ","lunaris",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1607
"Pt57","MSp 314","Insecta","Coleoptera","Nitidulidae","Nitidulinae","Stelidota ","geminata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1608
"Pt58","MSp 315","Insecta","Hymenoptera","Crabronidae","Crabroninae","Stigmus ","fronticoncavus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1609
"Pt59","MSp 316","Insecta","Hymenoptera","Formicidae","Myrmicinae","Monomorium ","opacum",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1610
"Pt60","MSp 317","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1611
"Pt61","MSp 318","Insecta","Diptera","Ceratopogonidae","Ceratopogoninae","Culicoides ","biguttalus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1612
"Pt62","MSp 319","Insecta","Hymenoptera","Formicidae","Ponerinae","Mesoponera ","escherichi",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1613
"Pt63","MSp 320","Arachnida","Araneae","Segetriidae","Segetriinae","Segestria ","florentina",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1614
"Pt64","MSp 321","Insecta","Hymenoptera","Formicidae","Myrmicinae","Tetramorium ","sericeiventre",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1615
"Pt65","MSp 322","Insecta","Coleoptera","Carabidae","Scaritinae","Clivina ","collaris",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1616
"Pt66","MSp 323","Insecta","Hymenoptera","Formicidae","Myrmicinae","Monomorium"," salomonis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1617
"Pt67","MSp 324","Insecta","Hymenoptera","Formicidae","Formicinae","Nylanderia ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1618
"Pt68","MSp 325","Insecta","Coleoptera","Carabidae","Harpalinae","Amara ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1619
"Pt69","MSp 326","Insecta","Coleoptera","Scarabaeidae","Rutelinae","Adoretus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1620
"Pt70","MSp 327","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1621
"Pt72","MSp 329","Insecta","Coleoptera","Nitidulidae","Carpophilinae","Carpophilus ","marginellus ",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1622
"Pt73","MSp 330","Insecta","Hymenoptera","Formicidae","Formicinae","Paratrechina"," longicornis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1623
"Pt74","MSp 331","Insecta","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1624
"Pt75","MSp 332","Insecta","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1625
"Pt76","MSp 333","Arachnida","Araneae","Ctenidae","Ctenidae","Phoneutria ","nigriventer",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1626
"Pt77","MSp 334","Insecta","Orthoptera","Tetrigidae","Tetriginae","Tetrix ","subulata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1627
"Pt78","MSp 335","Insecta","Diptera","Calliphoridae","Calliphorinae","Calliphora ","vomitoria",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1628
"Pt79","MSp 336","Malacostraca","Isopoda","Oniscidae","Oniscinae","Oniscus ","asellus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1629
"Pt80","MSp 337","Insecta","Hemiptera","Reduviidae","Triatominae","Triatoma","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1630
"Pt81","MSp 338","Insecta","Hemiptera","Reduviidae","Phymatinae","Reduvius ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1631
"Pt82","MSp 339","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1632
"Pt83","MSp 340","Insecta","Hymenoptera","Formicidae","Ponerinae","Mesoponera ","escherichi",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1633
"Pt84","MSp 341","Insecta","Coleoptera","Staphylinidae","Scydmaeninae","Euconnus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1634
"Pt85","MSp 342","Insecta","Hemiptera","Fulgoridae","","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1635
"Pt86","MSp 343","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1636
"Pt88","MSp 345","Diplopoda","Polydesmida","Paradoxomatidae","Paradoxomantinae","Oxidus ","gracilis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1637
"Pt89","MSp 346","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1638
"Pt91","MSp 348","Insecta","Coleoptera","Scarabaeidae"," Melolonthinae","Maladera ","japonica",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1639
"Pt92","MSp 349","Insecta","Orthoptera","Gryllacrididae","Hyperbaeninae","Paragryllacris ","combusta",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1640
"Pt93","MSp 350","Arachnida","Araneae","Ctenidae","Cteninae","Ctenus ","hibernalis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1641
"Pt94","MSp 351","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1642
"Pt95","MSp 352","Insect","Hymenoptera","Formicidae","Formicinae","Lepisiota ","canescens",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1643
"Pt96","MSp 353","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","maculatus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1644
"Pt97","MSp 354","Insecta","Coleoptera","Staphylinidae","Steninae","Stenus ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1645
"Pt98","MSp 355","Insecta","Coleoptera","Cryptophagidae","Cryptophaginae","Curelius ","jaegeri",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1646
"Pt99","MSp 356","Insecta","Hymenoptera","Formicidae","Myrmicinae","Monomorium ","opacum",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1647
"Pt100","MSp 357","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1648
"Pt101","MSp 358","Insecta","Hymenoptera","Formicidae","Formicinae","Oecophylla ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1649
"Pt102","MSp 359","Diplopoda","Polydesmida","Paradoxomatidae","Paradoxomatinae","Oxidus ","gracilis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1650
"Pt103","MSp 360","Insecta","Diptera","Muscidae","Musicinae","Musca ","domestica",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1651
"Pt104","MSp 361","Chilopoda","Scolopendromorpha","Scolopendridae","Otostigminae","Rhysida","longipes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1652
"Pt105","MSp 362","Insecta","Isopoda (Blattodea)","Archotermopsidae","Archotermopsinae","Zootermopsis ","angusticollis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1653
"Pt106","MSp 363","Insecta","Hemiptera","Cydnidae","Cydninae","Cydnus ","aterrimus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1654
"Pt107","MSp 364","Insecta","Hymenoptera","Formicidae","Formicinae","Paratrechina ","longicornis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1655
"Pt108","MSp 365","Insecta","Coleoptera","Coccinellidae","Sticholotidinae","Gnathoweisea ","texana",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1656
"Pt109","MSp 366","Insecta","Hemiptera","Pentatomidae","Pentatominae","Halyomorpha ","halys",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1657
"Pt110","MSp 367","Insecta","Neuroptera","Myrmeleontidae","Myrmeleontinae","Distoleon ","tetragrammicus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1658
"Pt111","MSp 368","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1659
"Pt112","MSp 369","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1660
"Pt113","MSp 370","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1661
"Pt114","MSp 371","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1662
"Pt115","MSp 372","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1663
"Pt116","MSp 373","Insecta","Hymenoptera","Crabronidae","Crabroninae","Stigmus ","fronticoncavus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1664
"Pt117","MSp 374","Arachnida","Oribatida","Euzetidae","Euzetinae","Euzetes ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1665
"Pt118","MSp 375","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1666
"Pt119","MSp 376","Insecta","Coleoptera","Curculionidae","Scolytinae","Coccotrypes ","dactyliperda",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1667
"Pt120","MSp 377","Unknown","Unknown","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1668
"Pt121","MSp 378","Unknown","Unknown","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1669
"Pt122","MSp 379","Unknown","Unknown","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1670
"Pt123","MSp 380","Insecta","Blattodea","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1671
"Pt124","MSp 381","Insecta","Orthoptera  ","Tetrigidae","Cladonotinae","Afrolarcus ","aequalis",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1672
"Pt125","MSp 382","Insecta","Coleoptera","Curcilionidae","Scolytinae","Hylastinus ","obscurus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1673
"Pt126","MSp 383","Chilopoda","Lithoblomorpha","Lithobiidae","Lithobiinae","Lithobius ","nodulipes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1674
"Pt127","MSp 384","Insecta","Coleoptera","Carabidae","Cicindelinae","Cylindera ","germanica",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1675
"Pt130","MSp 387","Arachnida","Araneae","Ctenidae","Cteninae","Ctenus ","medius",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1676
"Pt131","MSp 388","Insecta","Coleoptera","Scarabaeidae","Melolonthinae","Maladera"," castanea",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1677
"Pt132","MSp 389","Insecta","Orthoptera","Tetrigidae","Tetriginae","Tettilobus ","prashadi",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1678
"Pt133","MSp 390","Insecta","Coleoptera","Staphylinidae","Scydmaeninae","Scydmaenus","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1679
"Pt135","MSp 392","Insecta","Hemiptera","Veliidae","Microveliinae","Microvelia ","reticulata",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1680
"Pt136","MSp 393","Insecta","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1681
"Pt137","MSp 394","Insecta","Coleoptera","Carabidae"," Brachininae","Brachinus ","tetracolon",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1682
"Pt138","MSp 395","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1683
"Pt139","MSp 396","Insecta","Hymenoptera","Formicidae"," Dolichoderinae","Technomyrmex ","pallipes",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1684
"Pt140","MSp 397","Insecta","Hymenoptera","Scelionidae","Teleasinae","Trimorus ","caraborum",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1685
"Pt142","MSp 399","Insecta","Hymenoptera","Mutillidae","Sphaeropthalminae","Pseudomethoca ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1686
"Pt143","MSp 400","Arachnida","Araneae","Ageleniidae","Ageleniinae","Agelenopsis ","pennsylvanica",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1687
"Pt144","MSp 401","Arachnida","Araneae","Zodariidae","Zodariidnae","Zodarion ","rubidum",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1688
"Pt145","MSp 402","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1689
"Pt146","MSp 403","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1690
"Pt147","MSp 404","Insecta","Hymenoptera","Pompilidae","Pepsinae","Hemipepsis","Sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1691
"Pt149","MSp 406","Insecta","Hymenoptera","Formicidae","Dorylinae","Dorylus ","molestus",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1692
"Pt151","MSp 408","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1693
"Pt152","MSp 409","Insecta","Hemiptera","Reduviidae","Phymatinae","Reduvius ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1694
"Pt153","MSp 410","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1695
"Pt154","MSp 411","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1696
"Pt155","MSp 412","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1697
"Pt156","MSp 413","Insecta","Hymenoptera","Pompilidae","Pepsinae","Hemipepsis ","sp",0,0,0,0,0,0,0,0,0,0,"Igueosagie","0%",1698
